,AAPL,MSFT,GOOGL,AMZN,TSLA,daily_sentiment
2019-03-20,-0.14049291492782692,-0.014801394658255158,0.059034257242930085,0.15689307310263612,0.23219053815307608,0.05856471178251203
2019-03-21,0.39752173331427054,0.4900421623861607,0.599444423745275,0.6823668984798805,0.7599014967245487,0.5858553429300271
2019-03-22,-0.2985606218630206,-0.21992316877281518,-0.12154154714845491,-0.035894194188672825,0.03901634214267714,-0.12738063796605728
2019-03-25,0.22964665524652772,0.33677482919791596,0.44567606334210913,0.5287535889535119,0.5883664446993281,0.42584351628787853
2019-03-26,-0.570757265496698,-0.4467455741275748,-0.38341958557752215,-0.2718413884305194,-0.2133519760826771,-0.3772231579429984
2019-03-27,-0.16647414445863026,-0.0633756081945718,0.060087023527765515,0.13731652453208298,0.20353945254444303,0.03421864959021789
2019-03-28,-0.016668257717985347,0.09683868427466924,0.20153136322057372,0.27095676761267273,0.3441104581302992,0.1793538031040459
2019-03-29,0.10491689776520079,0.2159324873834241,0.31559600891307427,0.4308312575053023,0.4792879018087977,0.30931291067515987
2019-04-01,0.14873445826858517,0.2532705949856923,0.3556299662271789,0.42716644576896945,0.5318841070940167,0.3433371144688885
2019-04-02,0.19994328545082096,0.28985682874412666,0.3880998303077799,0.4717285163177155,0.5552726893844304,0.3809802300409747
2019-04-03,-0.16521912872785788,-0.049278476574442495,0.025262008045174863,0.12429453833697303,0.21426107607631112,0.029864003431231724
2019-04-04,-0.18900392584146058,-0.08202764147256308,0.007079354591345365,0.11363181367035534,0.16722574683683597,0.0033810695569025996
2019-04-05,0.18950451438470003,0.30268922845242047,0.3931062872918894,0.4902243695961647,0.5676261600961514,0.3886301119642652
2019-04-08,-0.10854288171322664,-0.01742617984911038,0.09390783213352742,0.17863078062318694,0.25229544247418945,0.07977299873371337
2019-04-09,-0.45668456113000666,-0.33184602148066006,-0.23268604953594313,-0.14464862313226667,-0.07168765269134056,-0.2475105815940434
2019-04-10,-0.4013624443712925,-0.2776396260723966,-0.19656424666849262,-0.11337992059334638,-0.02157477232111659,-0.20210420200532891
2019-04-11,-0.3016743782299667,-0.22080240505002932,-0.1507963326772263,-0.046725766116158036,0.05522087855348223,-0.13295560070397963
2019-04-12,0.08935744932982441,0.19411145967057067,0.29671185946241113,0.3980350155664975,0.45716328222759955,0.28707581325138065
2019-04-15,0.00347029354208344,0.09278981638309448,0.18807045156354857,0.27887592405378353,0.3807187070581201,0.18878503852012604
2019-04-16,0.16000707685466775,0.26510989477962354,0.38064528195471964,0.4246737962104818,0.5066573551625576,0.3474186809924101
2019-04-17,-0.18251286609662823,-0.0752624142266947,0.0267081640211127,0.08490306776508012,0.17130242212047622,0.0050276747166692224
2019-04-18,-0.01266671082626005,0.07879794407836442,0.16649923868547695,0.2740844769284378,0.3427419441718313,0.16989137860757006
2019-04-19,0.1508145714459589,0.21476423615052687,0.3487753667906863,0.41842750368794795,0.47030736065561773,0.32061780774614757
2019-04-22,-0.14714017637668095,-0.04307492947605096,0.05766012711989001,0.1434720320004142,0.2124279680558231,0.04466900426467908
2019-04-23,0.10325186806123587,0.17671957158992643,0.28931838650685815,0.36599637123060585,0.4426923247791828,0.27559570443356185
2019-04-24,-0.2592187425813519,-0.15496395740076122,-0.05063689021601516,0.03503535404719941,0.11439318840680097,-0.06307820954882556
2019-04-25,-0.1601423443208066,-0.05997012984649409,0.02903371482996109,0.10976038331150267,0.18785281389534356,0.02130688757390133
2019-04-26,-0.1607519149024832,-0.06920335079407504,0.041205877554247455,0.11150760622762852,0.17926630752822476,0.020404905122708504
2019-04-29,-0.40599281795870007,-0.301660815957964,-0.22859760415148173,-0.1227873743249143,-0.05489866749532505,-0.22278745597767707
2019-04-30,0.07966493710863536,0.20011876808895657,0.2911694543287533,0.35940760028984986,0.4255871813350101,0.27118958823024103
2019-05-01,-0.2003130193373597,-0.09405092854155957,-0.007018892399234032,0.07572002939520271,0.15768500771138758,-0.013595560634312604
2019-05-02,-0.05002950019058388,0.05705022088512148,0.15654400654426923,0.2340503888216773,0.30580964105518976,0.1406849514231348
2019-05-03,0.08265119030830238,0.20820593227801168,0.2718665454458392,0.38152023925979245,0.451051881566338,0.27905915777165674
2019-05-06,0.09085636203628247,0.17747648210299652,0.2797986182391952,0.3462427317117201,0.4563089739295246,0.2701366336039438
2019-05-07,0.15553835995394727,0.2295494617307599,0.36583133319918765,0.4518074236954161,0.521866617616965,0.34491863923925514
2019-05-08,-0.10406660734186159,0.03708957836014128,0.10035445323481867,0.19065823287258785,0.26302602825962307,0.09741233707706184
2019-05-09,-0.19959107180427169,-0.0888460888221006,0.015109460889202446,0.08254826634474574,0.1747456752077863,-0.003206751636927552
2019-05-10,-0.0901353682807444,0.03269743524630267,0.12468624578776054,0.20993439297313493,0.2622818654293308,0.10789291423115692
2019-05-13,-0.5555370138003757,-0.4724834821519796,-0.35987992287878323,-0.27044998452619917,-0.19447417858138769,-0.3705649163877451
2019-05-14,-0.4603821579473771,-0.3877820548531182,-0.30014063639407274,-0.19069391641314623,-0.1255478951725642,-0.2929093321560557
2019-05-15,-0.45194737299932175,-0.34728494507024055,-0.2479377668051541,-0.1677749038153087,-0.09384570228569071,-0.26175813819514315
2019-05-16,-0.3466182159576566,-0.2740711147682605,-0.17966826866658853,-0.07001092399340596,-0.02344102636747133,-0.1787619099506766
2019-05-17,0.056820153430283925,0.15980310183998236,0.2670767618834703,0.3883849927528817,0.4168554860580177,0.25778809919292717
2019-05-20,-0.3344633630235831,-0.22524076488177033,-0.13271051848084706,-0.027904502146291643,0.009817337040608002,-0.1421003622983768
2019-05-21,-0.18709598773543992,-0.048981695816576146,0.032608089968186725,0.10620223909385347,0.20114728025202566,0.020775985152409956
2019-05-22,0.3393649560857246,0.4426610761885983,0.5378711180715008,0.6047970634670176,0.6908790500224431,0.5231146527670569
2019-05-23,-0.14547894692013125,-0.039641715298777205,0.0261045116791147,0.12773700628399107,0.18849306363853602,0.03144278387654667
2019-05-24,0.16710475001233138,0.2520083555246817,0.36623064775445957,0.43258302248238073,0.5240034588285223,0.34838604692047515
2019-05-27,-0.31310024828244676,-0.23074146690068578,-0.12922515941097387,-0.03580616308301078,0.04300075803796735,-0.13317445592782998
2019-05-28,-0.10893246321283168,-0.0060000542818046,0.08357131221513636,0.1722963309723347,0.23696320413635824,0.07557966596583861
2019-05-29,-0.3350221336866513,-0.23427761528027977,-0.13019872802986407,-0.04091199188362868,-0.0033514701859384023,-0.14875238781327244
2019-05-30,-0.1449845975879168,-0.04817035608205807,0.036886826904944305,0.13746562318169162,0.19782832325171457,0.035805163933675124
2019-05-31,0.20855605510673123,0.30523535397653473,0.3976140678414756,0.49008103513755297,0.5426760165947354,0.38883250573140604
2019-06-03,-0.5537106045670923,-0.4542273027496885,-0.34410696703481236,-0.2888923999931432,-0.21015489593314002,-0.3702184340555753
2019-06-04,0.071512208716477,0.18566283054321125,0.28786104554869,0.34746865341077066,0.4233272571610245,0.2631663990760347
2019-06-05,-0.005230663907850978,0.1327623632881872,0.23923779140931353,0.3258507069893502,0.36372272534767475,0.2112685846253349
2019-06-06,-0.22586614534262847,-0.11071773811751374,0.0015551110314067432,0.04127294186899194,0.13212672057589384,-0.032325821996769935
2019-06-07,-0.49005898468241094,-0.3574411960927746,-0.293646120111857,-0.19811430936358082,-0.13519127996144978,-0.29489037804241464
2019-06-10,-0.027492251707430592,0.06054928491145901,0.19221027991866046,0.24395604430563597,0.3060124017816031,0.1550471518419856
2019-06-11,-0.1875846849448571,-0.11053782762053276,-0.0015145099424166263,0.07325267906579572,0.14747487861597888,-0.01578189296520638
2019-06-12,0.007956749993696294,0.12076972022113651,0.20730943749042238,0.28915357372069894,0.37126735947461786,0.1992913681801144
2019-06-13,-0.032782383999060284,0.06595862904171149,0.14435551315679157,0.2351245518686558,0.3024241690335242,0.14301609582032454
2019-06-14,0.4434648532276535,0.5291941461552682,0.6192706052757904,0.7077961681548534,0.7664222290131482,0.6132296003653426
2019-06-17,-0.11460075252142427,0.004893151666394306,0.06890814136081552,0.17320628841803268,0.22501269847967592,0.07148390548069883
2019-06-18,-0.341853769285206,-0.2665566716081604,-0.1681016760108548,-0.09428724783035841,0.005836386475204895,-0.17299259565187491
2019-06-19,0.0001519572781106017,0.1197265170086921,0.2251302698506569,0.25728481760793354,0.35468415938803416,0.19139554422668542
2019-06-20,0.009786689838666223,0.13593238307166894,0.19126636643930284,0.2986618564718349,0.3628532361243919,0.19970010638917296
2019-06-21,0.3722860072787652,0.4251583928126249,0.5410531620760601,0.6367580118304722,0.7144932926238621,0.5379497733243569
2019-06-24,0.21133500785318576,0.29255542165438453,0.3775082658259518,0.47873424742085713,0.5605884325569671,0.3841442750622693
2019-06-25,0.07599993425547756,0.16852277496265272,0.2702252379423343,0.33559405818313665,0.39170480850419,0.24840936276955822
2019-06-26,0.3938884180114832,0.49100991716640974,0.5859970253327941,0.6581139089577598,0.7533784159474899,0.5764775370831874
2019-06-27,-0.38470013470090236,-0.3086548045172855,-0.22291811164054012,-0.12215938531344972,-0.07671622078185596,-0.22302973139080673
2019-06-28,-0.24276849917233123,-0.12771177644078355,-0.03171661198517572,0.06057657035839581,0.09764091059619681,-0.04879588132873958
2019-07-01,-0.33805895811534253,-0.22589805044983097,-0.15402139873890186,-0.050962729417719316,0.04382242519733854,-0.1450237423048912
2019-07-02,-0.18865443631902276,-0.05145089573067406,0.042760094037752466,0.12943090434856344,0.20355103330068985,0.02712733992746179
2019-07-03,-0.4733933338949822,-0.3413530736897409,-0.28118148235410256,-0.18151403878827227,-0.11696072604515541,-0.2788805309544507
2019-07-04,0.15329235248702314,0.24466798005809498,0.3377204270087267,0.4275888254901501,0.4903290539636669,0.33071972780153236
2019-07-05,-0.131225277213412,-0.005565774372969264,0.07456264748496798,0.15499609562695693,0.2141529071492739,0.06138411973496351
2019-07-08,-0.4935539844906598,-0.3963712281141581,-0.29016011071038744,-0.22509897543035767,-0.13303241380275857,-0.3076433425096643
2019-07-09,-0.32618289473200396,-0.23895032772343333,-0.1302520769634491,-0.0677902312792662,-0.0015278370116952183,-0.15294067354196955
2019-07-10,0.057523023091607804,0.14505791763330717,0.2555874766718562,0.3318185408026425,0.39871426108317204,0.23774024385651712
2019-07-11,0.22633254579769055,0.29685143257298946,0.3979404653991258,0.4805939421465197,0.5557695105534274,0.3914975792939506
2019-07-12,0.5406186726101503,0.6510772079734155,0.7548342535631316,0.8344893778171721,0.8730784435849634,0.7308195911097666
2019-07-15,0.7982325291397949,0.9427322735180307,1.0,1.0,1.0,0.9481929605315651
2019-07-16,0.09620817453561246,0.1939305618844015,0.28769508627103996,0.34517183231196613,0.42358066829272273,0.26931726465914857
2019-07-17,-0.360080742552331,-0.24974909531160483,-0.1576007290725224,-0.05814956675659351,0.016392759932146922,-0.16183747475218097
2019-07-18,-0.684643621326721,-0.6076823658442537,-0.49112092880238295,-0.37443815623203736,-0.33882489145454187,-0.49934199273198737
2019-07-19,0.03689285996145664,0.11832581827475827,0.21896522861608422,0.319649062408091,0.36948309202439955,0.21266321225695792
2019-07-22,-0.3011997158366272,-0.19330939310359807,-0.07940057672974601,-0.006268715634833973,0.05427535199234432,-0.10518060986249218
2019-07-23,-0.1518111995434987,-0.0682350499897676,0.015113699075370968,0.11483530153886942,0.17903855021010603,0.017788260258216025
2019-07-24,-0.21077765119336297,-0.12808026866145925,-0.043109030976878106,0.03969993447161012,0.13423408931626915,-0.04160658540876421
2019-07-25,-0.08126569716426275,0.022782982030476105,0.11990809083179307,0.18159356133134144,0.26571023324330717,0.10174583405453101
2019-07-26,0.27388926416342546,0.3842867143469929,0.45845341713610965,0.529744991230927,0.6155078396739564,0.45237644531028226
2019-07-29,0.0039556825554197955,0.10952949175288287,0.2064771252112803,0.2691982467632318,0.3348472035467968,0.1848015499659223
2019-07-30,-0.10610274651407267,0.014155743152285441,0.1054651257235805,0.19488387430399134,0.24748786854482238,0.09117797304212141
2019-07-31,-0.3588316172187901,-0.2665136565777259,-0.18413491732959414,-0.08763312423992575,0.004130602087486335,-0.1785965426557099
2019-08-01,-0.548836192279164,-0.4474577301683644,-0.341439158935987,-0.26175747350067063,-0.18625862880814284,-0.35714983673846584
2019-08-02,-0.20119672105497305,-0.08892430472764998,0.0019194715992464136,0.06850356654588238,0.17073015318505524,-0.009793566890487788
2019-08-05,-0.05092724251367253,0.03837770241772889,0.11710219828069278,0.2176772866118794,0.2949044243097412,0.12342687382127396
2019-08-06,0.46837258117435926,0.5693680022582569,0.6946057915721479,0.7551423132496564,0.8447742523010131,0.6664525881110868
2019-08-07,-0.011152907213464557,0.09290632534952638,0.20395469848448564,0.2537856340074026,0.33674978876110073,0.17524870787781016
2019-08-08,0.2230874041543202,0.334900047980889,0.44755072565952564,0.5172534960459002,0.5836551685608579,0.42128936848029863
2019-08-09,-0.18843251235961261,-0.10032711522524485,-0.01045150283347167,0.09912445921836156,0.1401888009393344,-0.01197957405212664
2019-08-12,-0.39108331895784515,-0.3248706438477389,-0.20773011543614325,-0.13531665625858585,-0.0552757439206151,-0.22285529568418566
2019-08-13,-0.3264968356797834,-0.25365210671691774,-0.13347500040479754,-0.06074344112634924,0.009593350265536482,-0.15295480673246228
2019-08-14,-0.2268740172234528,-0.18302129405950818,-0.07606178952217985,0.0065715521607037,0.08734957844699323,-0.07840719403948877
2019-08-15,0.605589191921737,0.6896794385201084,0.7814883319757769,0.8660050131584096,0.9366053946677746,0.7758734740487614
2019-08-16,-0.3018551576663633,-0.18661836902586648,-0.09428001880297911,-0.018596723685642306,0.05631348389971223,-0.1090073570562278
2019-08-19,0.2394678705469731,0.31543417981864036,0.3888484249969894,0.46975931961999867,0.5348948854656869,0.3896809360896577
2019-08-20,-0.3258695122072245,-0.20874091039121312,-0.11906555315270385,-0.0412325359785182,0.01990187615383791,-0.13500132711516435
2019-08-21,0.24508299056259078,0.32775604058082186,0.4199229446217686,0.500052375016247,0.5536521922399366,0.409293308604273
2019-08-22,0.0806427488204777,0.18223718926020357,0.2661756180448651,0.3409280413701765,0.42132450979799285,0.2582616214587431
2019-08-23,-0.10121447813207425,0.004224396267314324,0.09566184829478411,0.1649421293076691,0.24786153348024348,0.08229508584358736
2019-08-26,-0.039057431090931655,0.05022913330841172,0.15762062880953578,0.2248695096095693,0.288522342972373,0.13643683672179163
2019-08-27,-0.23566052944561702,-0.165422847787042,-0.04498576603448983,0.03355056261232853,0.10150351389390481,-0.062203013352183104
2019-08-28,0.09728721662514281,0.1782269596537519,0.27129500744038165,0.3675581085045534,0.44054105192950926,0.27098166883066777
2019-08-29,-0.18789635761878984,-0.0884589216620533,0.00648665823917556,0.10199046040467352,0.1472335331837876,-0.004128925490641294
2019-08-30,-0.39524933043171906,-0.3200159725899438,-0.23598138856574954,-0.13389483563186036,-0.0748572972419786,-0.23199976489225027
2019-09-02,-0.4368184797487598,-0.334913118143742,-0.24895911415775324,-0.1485939517755823,-0.10849730087958712,-0.2555563929410849
2019-09-03,-0.012586305006018754,0.10930414880288536,0.20768313756652834,0.2791208967023863,0.3450667960965068,0.18571773483245763
2019-09-04,0.44790924929333925,0.5459273086302873,0.611161688020974,0.693218561368329,0.7726957594198016,0.6141825133465462
2019-09-05,5.0137153340366024e-05,0.11739081789469333,0.2332294472603279,0.2812421276446641,0.33261166995660474,0.1929048399819261
2019-09-06,-0.07780467573419103,0.0174983090450748,0.11300106991603413,0.17024803229476293,0.26033527075048896,0.09665560125443395
2019-09-09,0.06618022115973014,0.15641336419115437,0.250524212432532,0.3292972400734601,0.3926044626699304,0.23900390010536138
2019-09-10,0.3628905611940085,0.4302582865154103,0.5510642764825069,0.6167634476964613,0.6851314299174504,0.5292216003611674
2019-09-11,0.0309521804961389,0.12765704904092376,0.21164820168232285,0.28931768957991943,0.3464134666156174,0.20119771748298448
2019-09-12,-0.15280157325612995,-0.07394038335359197,0.0206269218341239,0.08391454883383326,0.1588200873550364,0.007323920282654328
2019-09-13,0.2808867789257694,0.3804333156908863,0.46467076137640057,0.5652379923573414,0.6082878410312503,0.4599033378763296
2019-09-16,0.09548683538157396,0.17675506888947898,0.2555957934874105,0.3666194424845744,0.419736770382258,0.2628387821250592
2019-09-17,0.4319613843947563,0.4900253303122846,0.6196133516926705,0.6944199677141029,0.7800107957669484,0.6032061659761526
2019-09-18,0.02204317000724705,0.10082769736404221,0.19392782878772666,0.26071480511531897,0.3437257329384724,0.18424784684256146
2019-09-19,-0.41169019359407666,-0.31316288830985983,-0.22465977183889815,-0.13177734890296278,-0.08340564555431007,-0.2329391696400215
2019-09-20,-0.49722430592570055,-0.3431497633757452,-0.24531632460921787,-0.19222732996478267,-0.12980122726280485,-0.28154379022765025
2019-09-23,0.46025064724517756,0.5268730625233572,0.6450125381084799,0.722342071035237,0.7821403773282085,0.627323739248092
2019-09-24,0.47685501656002544,0.5924961921721447,0.6672492546105843,0.733995939789819,0.7967323599328515,0.653465752613085
2019-09-25,-0.09982155087758654,0.013531358948774065,0.11453514021136921,0.15733352487939375,0.2370474743393442,0.08452518950025893
2019-09-26,-0.14705815541099085,-0.05610663761749803,0.04089263925747621,0.10487278637519297,0.16610011115142653,0.021740148751121367
2019-09-27,0.4002745090086043,0.48216278902919885,0.5651822983365856,0.6724801042577874,0.6934476779003436,0.562709475706504
2019-09-30,-0.3709215951718052,-0.27318667435818234,-0.17792474334952454,-0.10422971321272989,-0.05223578821621011,-0.19569970286169042
2019-10-01,-0.32738477542441075,-0.18906400520611172,-0.12832972071582033,-0.03924774301507485,0.014321324797387944,-0.13394098391280593
2019-10-02,0.13441429723303483,0.24554178379820754,0.3555325551140213,0.4284849945384633,0.4907432522988699,0.3309433765965194
2019-10-03,-0.1549153418158628,-0.0461747719009073,0.016618035888337886,0.12422874622436236,0.20290702024295781,0.02853273772777759
2019-10-04,-0.041512553333997546,0.0497925340992494,0.13593074931696586,0.195452052024295,0.2759546487803116,0.12312348617736486
2019-10-07,-0.08816517388864317,0.018002086908699436,0.0962827848612043,0.18048468681856994,0.2623705675415083,0.09379499044826775
2019-10-08,0.06256173300322689,0.16600506725911043,0.23699170429147168,0.3282691027411525,0.4091145825873964,0.24058843797647161
2019-10-09,0.3865675812184689,0.47389938933479486,0.5519393081098103,0.651641413611956,0.7204941782495172,0.5569083741049095
2019-10-10,-0.012914937634304884,0.08315476973627403,0.1669902692429944,0.25177657139836285,0.3043201466294571,0.1586653638745567
2019-10-11,0.15464287072273417,0.24863683639555298,0.33797399797515887,0.39322240362623345,0.4791061256870081,0.32271644688133755
2019-10-14,-0.6523191723122854,-0.5622947189985035,-0.47975868576061365,-0.4178256878493576,-0.31495103988685424,-0.48542986096152296
2019-10-15,-0.04371249413527648,0.04428064196140677,0.12565529700790348,0.2268937080523402,0.25587907424011835,0.12179924542529848
2019-10-16,-0.29930428627143557,-0.1989590849368529,-0.10699727604854585,-0.05523832491812506,0.045923727941111284,-0.1229150488467696
2019-10-17,-0.39627523203775605,-0.307573924508251,-0.21733636721133556,-0.1385724259120317,-0.06410190322092464,-0.2247719705780598
2019-10-18,-0.2957863856433893,-0.23950111841354255,-0.12365458681401731,-0.02537344847295099,0.020607425658547767,-0.13274162273707046
2019-10-21,-0.13885877000175892,-0.04683806265176772,0.04168675496934229,0.120605256002115,0.1726917845102089,0.029857392565627906
2019-10-22,0.2292734946269427,0.3317579127889231,0.42427406907732085,0.5011544498227053,0.5756509612329044,0.4124221775097593
2019-10-23,-0.4331935070481487,-0.3275100311312745,-0.25093788638764675,-0.16758131196345827,-0.09497916657336138,-0.25484038062077796
2019-10-24,-0.020057770635873415,0.07603156319313378,0.1462919076267315,0.24596039834881359,0.29713675467266976,0.14907257064109505
2019-10-25,-0.19767505896638013,-0.08735191352099189,0.007587895794022236,0.10001113711454768,0.1187419760943195,-0.01173719269689652
2019-10-28,-0.13699036317266147,-0.030524266527822492,0.06482138771183588,0.13805528013329535,0.17875181245105104,0.04282277011913966
2019-10-29,0.2622603295246863,0.3476525657402707,0.4426580071674519,0.5251440546570404,0.594085690908746,0.43436012959963904
2019-10-30,0.11424641822272323,0.21934097542289988,0.34211193925991895,0.394135365706401,0.4450069521280738,0.3029683301480034
2019-10-31,0.3546242577333513,0.4601347328574639,0.5437095978939908,0.6075968134616782,0.7110110815591406,0.5354152967011249
2019-11-01,-0.10403919741679825,-0.004120151878171548,0.1036769004892624,0.17563261296742497,0.26711445861571914,0.08765292455548734
2019-11-04,-0.26100413292530056,-0.14333780844433125,-0.05082148896492378,0.017016878676434737,0.08658379821361192,-0.07031255068890178
2019-11-05,-0.12450135801382847,-0.019829536004483013,0.09296342149473544,0.1656335644283172,0.23300859142415248,0.06945493666577873
